Location	Start	End	mRNA	GENE #				
Chr_08	539234	540744	ID=mRNA5822	gene5820	Name=wlab.236477.1_mRNA	proteinid=5910	annotator=automatic	
Chr_08	542491	544730	ID=mRNA5823	gene5821	Name=wlab.247999.1_mRNA	proteinid=5913	product=Divalent%20Anion%3ANa%2B%20Symporter%20%28DASS%29%20Family	annotator=Jian%20Guo
Chr_08	545892	553264	ID=mRNA5824	gene5822	Name=wlab.236653.1_mRNA	proteinid=5915	annotator=automatic	
Chr_08	555212	556261	ID=mRNA5825	gene5823	Name=wlab.236472.1_mRNA	proteinid=5917	product=Mitochondrial%20Protein%20Translocase%20%28MPT%29%20Family	annotator=Jian%20Guo
Chr_08	558659	563010	ID=mRNA5826	gene5824	Name=wlab.231571.1_mRNA	proteinid=5919	annotator=automatic	
Chr_08	565067	566692	ID=mRNA5827	gene5825	Name=wlab.236469.1_mRNA	proteinid=5921	annotator=automatic	
Chr_08	567264	567979	ID=mRNA5828	gene5826	Name=wlab.236468.1_mRNA	proteinid=5923	product=Manganese%20superoxide%20dismutase	annotator=Chang%20Jae%20Choi
Chr_08	570335	598019	ID=mRNA5829	gene5827	Name=wlab.248630.1_mRNA	proteinid=5926	annotator=automatic	
Chr_08	597989	615472	ID=mRNA5830	gene5828	Name=wlab.248002.1_mRNA	proteinid=5927	annotator=automatic	
Chr_08	617457	620111	ID=mRNA5831	gene5829	Name=wlab.5981.1_mRNA	proteinid=5929	annotator=automatic	
Chr_08	622326	623494	ID=mRNA5832	gene5830	Name=wlab.248003.1_mRNA	proteinid=5932	annotator=automatic	
Chr_08	626129	626680	ID=mRNA5833	gene5831	Name=wlab.777.1_mRNA	proteinid=5934	annotator=automatic	
Chr_08	633398	635470	ID=mRNA5834	gene5832	Name=wlab.236459.1_mRNA	proteinid=5937	annotator=automatic	
Chr_08	635519	636161	ID=mRNA5835	gene5833	Name=wlab.248004.1_mRNA	proteinid=5938	annotator=automatic	
Chr_08	636318	637598	ID=mRNA5836	gene5834	Name=wlab.236458.1_mRNA	proteinid=5939	annotator=automatic	
Chr_08	637694	638844	ID=mRNA5837	gene5835	Name=wlab.236457.1_mRNA	proteinid=5940	annotator=automatic	
Chr_08	638905	639420	ID=mRNA5838	gene5836	Name=wlab.5987.1_mRNA	proteinid=5941	annotator=automatic	
Chr_08	641496	642310	ID=mRNA5839	gene5837	Name=wlab.245462.1_mRNA	proteinid=5943	annotator=automatic	
Chr_08	645980	646986	ID=mRNA5840	gene5838	Name=wlab.1739.1_mRNA	proteinid=5946	annotator=automatic	
Chr_08	649698	650777	ID=mRNA5841	gene5839	Name=wlab.1740.1_mRNA	proteinid=5948	product=ATP-binding%20Cassette%20%28ABC%29%20Superfamily	annotator=Jian%20Guo
Chr_08	652084	653277	ID=mRNA5842	gene5840	Name=wlab.248563.1_mRNA	proteinid=5950	annotator=automatic	
Chr_08	657848	659855	ID=mRNA5843	gene5841	Name=wlab.236447.1_mRNA	proteinid=5953	annotator=automatic	
Chr_08	662384	664348	ID=mRNA5844	gene5842	Name=wlab.236444.1_mRNA	proteinid=5955	annotator=automatic	
Chr_08	665644	666434	ID=mRNA5845	gene5843	Name=wlab.236446.1_mRNA	proteinid=5957	annotator=automatic	
Chr_08	667826	670077	ID=mRNA5846	gene5844	Name=wlab.236442.1_mRNA	proteinid=5959	annotator=automatic	
Chr_08	672135	672716	ID=mRNA5847	gene5845	Name=wlab.236440.1_mRNA	proteinid=5961	annotator=automatic	
Chr_08	677091	678146	ID=mRNA5848	gene5846	Name=wlab.5993.1_mRNA	proteinid=5963	annotator=automatic	
Chr_08	679949	681468	ID=mRNA5849	gene5847	Name=wlab.248007.1_mRNA	proteinid=5965	product=Monovalent%20Cation%3AProton%20Antiporter-1%20%28CPA1%29%20Family	annotator=Jian%20Guo
Chr_08	685304	686918	ID=mRNA5850	gene5848	Name=wlab.236435.1_mRNA	proteinid=5968	annotator=automatic	
Chr_08	702902	709820	ID=mRNA5851	gene5849	Name=wlab.24405.1_mRNA	proteinid=5971	annotator=automatic	
Chr_08	709929	713183	ID=mRNA5852	gene5850	Name=wlab.236654.1_mRNA	proteinid=5972	product=P-type%20ATPase%20%28P-ATPase%29%20Superfamily	annotator=Jian%20Guo
Chr_08	713288	714024	ID=mRNA5853	gene5851	Name=wlab.236431.1_mRNA	proteinid=5973	annotator=automatic	
Chr_08	715832	716997	ID=mRNA5854	gene5852	Name=wlab.236429.1_mRNA	proteinid=5975	annotator=automatic	
Chr_08	719354	723448	ID=mRNA5855	gene5853	Name=wlab.248009.1_mRNA	proteinid=5978	annotator=automatic	
Chr_08	728993	730181	ID=mRNA5856	gene5854	Name=wlab.245448.1_mRNA	proteinid=5981	annotator=automatic	
Chr_08	731070	732838	ID=mRNA5857	gene5855	Name=wlab.236424.1_mRNA	proteinid=5983	annotator=automatic	
Chr_08	732914	735087	ID=mRNA5858	gene5856	Name=wlab.236423.1_mRNA	proteinid=5984	annotator=automatic	
Chr_08	735328	737766	ID=mRNA5859	gene5857	Name=wlab.245447.1_mRNA	proteinid=5985	annotator=automatic	
Chr_08	740872	741782	ID=mRNA5860	gene5858	Name=wlab.236421.1_mRNA	proteinid=5988	annotator=automatic	
Chr_08	744076	746465	ID=mRNA5861	gene5859	Name=wlab.248012.1_mRNA	proteinid=5990	annotator=automatic	
Chr_08	748103	750039	ID=mRNA5862	gene5860	Name=wlab.236417.1_mRNA	proteinid=5992	annotator=Jae-Hyeok%20Lee	
Chr_08	750198	753268	ID=mRNA5863	gene5861	Name=wlab.236416.1_mRNA	proteinid=5993	annotator=automatic	
Chr_08	753356	754167	ID=mRNA5864	gene5862	Name=wlab.236415.1_mRNA	proteinid=5994	annotator=automatic	
Chr_08	756642	757144	ID=mRNA5865	gene5863	Name=wlab.236655.1_mRNA	proteinid=5997	annotator=automatic	
Chr_08	762738	764504	ID=mRNA5866	gene5864	Name=wlab.248015.1_mRNA	proteinid=5999	annotator=automatic	
Chr_08	771917	775171	ID=mRNA5867	gene5865	Name=wlab.236413.1_mRNA	proteinid=6001	annotator=automatic	
Chr_08	779733	781580	ID=mRNA5868	gene5866	Name=wlab.248016.1_mRNA	proteinid=6004	product=SBP-type%20transcription%20factor	annotator=Jae-Hyeok%20Lee
Chr_08	781504	784602	ID=mRNA5869	gene5867	Name=wlab.236409.1_mRNA	proteinid=6005	annotator=automatic	
Chr_08	784675	787323	ID=mRNA5870	gene5868	Name=wlab.236408.1_mRNA	proteinid=6006	annotator=automatic	
Chr_08	787399	788243	ID=mRNA5871	gene5869	Name=wlab.236407.1_mRNA	proteinid=6007	annotator=automatic	
Chr_08	793081	798310	ID=mRNA5872	gene5870	Name=wlab.231557.1_mRNA	proteinid=6011	annotator=automatic	
Chr_08	799428	801092	ID=mRNA5873	gene5871	Name=wlab.248548.1_mRNA	proteinid=6013	annotator=automatic	
Chr_08	802457	805579	ID=mRNA5874	gene5872	Name=wlab.236402.1_mRNA	proteinid=6016	annotator=automatic	
Chr_08	810088	812815	ID=mRNA5875	gene5873	Name=wlab.236400.1_mRNA	proteinid=6018	product=1%2C4-a-glucan%20branching%20enzyme	annotator=Charles%20Bachy
Chr_08	812944	814641	ID=mRNA5876	gene5874	Name=wlab.236656.1_mRNA	proteinid=6019	product=Type%20II%20%28General%29%20Secretory%20Pathway%20%28IISP%29%20Family	annotator=Jian%20Guo
Chr_08	816036	817717	ID=mRNA5877	gene5875	Name=wlab.236398.1_mRNA	proteinid=6021	annotator=automatic	
Chr_08	818075	819011	ID=mRNA5878	gene5876	Name=wlab.3132.1_mRNA	proteinid=6022	annotator=automatic	
Chr_08	823119	825370	ID=mRNA5879	gene5877	Name=wlab.28357.1_mRNA	proteinid=6024	product=Glutamate-gated%20Ion%20Channel%20%28GIC%29%20Family%20of%20Neurotransmitter%20Receptors	annotator=Jian%20Guo
Chr_08	825687	826830	ID=mRNA5880	gene5878	Name=wlab.2641.1_mRNA	proteinid=6025	annotator=automatic	
Chr_08	827130	828845	ID=mRNA5881	gene5879	Name=wlab.6019.1_mRNA	proteinid=6026	product=AP2-like%20transcription%20factor	annotator=Jae-Hyeok%20Lee
Chr_08	829947	832379	ID=mRNA5882	gene5880	Name=wlab.248017.1_mRNA	proteinid=6028	annotator=automatic	
Chr_08	832427	833300	ID=mRNA5883	gene5881	Name=wlab.236396.1_mRNA	proteinid=6029	annotator=automatic	
Chr_08	835060	836185	ID=mRNA5884	gene5882	Name=wlab.236393.1_mRNA	proteinid=6031	annotator=automatic	
Chr_08	840541	841535	ID=mRNA5885	gene5883	Name=wlab.236390.1_mRNA	proteinid=6034	annotator=automatic	
Chr_08	845390	846845	ID=mRNA5886	gene5884	Name=wlab.236388.1_mRNA	proteinid=6036	annotator=automatic	
Chr_08	850350	850777	ID=mRNA5887	gene5885	Name=wlab.236386.1_mRNA	proteinid=6039	annotator=automatic	
Chr_08	853242	855087	ID=mRNA5888	gene5886	Name=wlab.245437.1_mRNA	proteinid=6042	annotator=automatic	
Chr_08	855261	856903	ID=mRNA5889	gene5887	Name=wlab.236382.1_mRNA	proteinid=6043	annotator=automatic	
Chr_08	859174	860042	ID=mRNA5890	gene5888	Name=wlab.236380.1_mRNA	proteinid=6045	annotator=automatic	
Chr_08	867342	868268	ID=mRNA5891	gene5889	Name=wlab.248427.1_mRNA	proteinid=6047	product=Un-named%20Selenoprotein	annotator=Camille%20Poirier
Chr_08	870564	871659	ID=mRNA5892	gene5890	Name=wlab.236377.1_mRNA	proteinid=6049	annotator=automatic	
Chr_08	876872	877854	ID=mRNA5893	gene5891	Name=wlab.236374.1_mRNA	proteinid=6053	annotator=automatic	
Chr_08	885593	887511	ID=mRNA5894	gene5892	Name=wlab.236373.1_mRNA	proteinid=6056	product=Flagellar%20kinesin-2%20motor%20subunit%2C%20FLA10%20like	annotator=Valeria%20Jimenez
Chr_08	888137	889090	ID=mRNA5895	gene5893	Name=wlab.6033.1_mRNA	proteinid=6057	annotator=automatic	
Chr_08	889915	892386	ID=mRNA5896	gene5894	Name=wlab.248027.1_mRNA	proteinid=6059	annotator=automatic	
Chr_08	900690	901428	ID=mRNA5897	gene5895	Name=wlab.248028.1_mRNA	proteinid=6061	annotator=automatic	
Chr_08	904097	907020	ID=mRNA5898	gene5896	Name=wlab.24452.1_mRNA	proteinid=6063	annotator=automatic	
Chr_08	907831	909708	ID=mRNA5899	gene5897	Name=wlab.248030.1_mRNA	proteinid=6065	annotator=automatic	
Chr_08	913925	915353	ID=mRNA5900	gene5898	Name=wlab.236367.1_mRNA	proteinid=6068	annotator=automatic	
Chr_08	915571	917500	ID=mRNA5901	gene5899	Name=wlab.236366.1_mRNA	proteinid=6069	annotator=automatic	
Chr_08	918267	919539	ID=mRNA5902	gene5900	Name=wlab.236364.1_mRNA	proteinid=6071	annotator=automatic	
Chr_08	927411	928596	ID=mRNA5903	gene5901	Name=wlab.236362.1_mRNA	proteinid=6073	annotator=automatic	
Chr_08	930656	932558	ID=mRNA5904	gene5902	Name=wlab.236657.1_mRNA	proteinid=6075	annotator=automatic	
Chr_08	933835	934772	ID=mRNA5905	gene5903	Name=wlab.6050.1_mRNA	proteinid=6077	annotator=automatic	
Chr_08	941872	943381	ID=mRNA5906	gene5904	Name=wlab.236359.1_mRNA	proteinid=6079	annotator=automatic	
Chr_08	945086	948621	ID=mRNA5907	gene5905	Name=wlab.236358.1_mRNA	proteinid=6081	annotator=automatic	
Chr_08	948897	951158	ID=mRNA5908	gene5906	Name=wlab.236356.1_mRNA	proteinid=6082	annotator=automatic	
Chr_08	951264	951769	ID=mRNA5909	gene5907	Name=wlab.236357.1_mRNA	proteinid=6083	annotator=automatic	
Chr_08	951879	952964	ID=mRNA5910	gene5908	Name=wlab.236355.1_mRNA	proteinid=6084	annotator=automatic	
Chr_08	953944	956187	ID=mRNA5911	gene5909	Name=wlab.248034.1_mRNA	proteinid=6086	annotator=automatic	
Chr_08	956366	957406	ID=mRNA5912	gene5910	Name=wlab.6055.1_mRNA	proteinid=6087	annotator=automatic	
Chr_08	960074	967885	ID=mRNA5913	gene5911	Name=wlab.6056.1_mRNA	proteinid=6089	annotator=automatic	
Chr_08	968083	972270	ID=mRNA5914	gene5912	Name=wlab.236351.1_mRNA	proteinid=6090	annotator=automatic	
Chr_08	972438	973867	ID=mRNA5915	gene5913	Name=wlab.236349.1_mRNA	proteinid=6091	annotator=automatic	
Chr_08	974045	976363	ID=mRNA5916	gene5914	Name=wlab.245422.1_mRNA	proteinid=6092	annotator=automatic	
Chr_08	976549	976937	ID=mRNA5917	gene5915	Name=wlab.236347.1_mRNA	proteinid=6093	annotator=automatic	
Chr_08	978846	980780	ID=mRNA5918	gene5916	Name=wlab.236346.1_mRNA	proteinid=6095	annotator=automatic	
Chr_08	981690	984105	ID=mRNA5919	gene5917	Name=wlab.236344.1_mRNA	proteinid=6097	annotator=automatic	
Chr_08	986652	987679	ID=mRNA5920	gene5918	Name=wlab.248036.1_mRNA	proteinid=6100	annotator=automatic	
Chr_08	990535	992856	ID=mRNA5921	gene5919	Name=wlab.236340.1_mRNA	proteinid=6102	annotator=automatic	
Chr_08	995246	996002	ID=mRNA5922	gene5920	Name=wlab.236338.1_mRNA	proteinid=6104	annotator=automatic	
Chr_08	1001540	1005043	ID=mRNA5923	gene5921	Name=wlab.24472.1_mRNA	proteinid=6108	annotator=automatic	
Chr_08	1005148	1006676	ID=mRNA5924	gene5922	Name=wlab.236334.1_mRNA	proteinid=6109	annotator=automatic	
Chr_08	1007543	1008104	ID=mRNA5925	gene5923	Name=wlab.248038.1_mRNA	proteinid=6111	annotator=automatic	
Chr_08	1008170	1010331	ID=mRNA5926	gene5924	Name=wlab.236333.1_mRNA	proteinid=6112	annotator=automatic	
Chr_08	1011255	1013684	ID=mRNA5927	gene5925	Name=wlab.236330.1_mRNA	proteinid=6114	annotator=automatic	
Chr_08	1016098	1018968	ID=mRNA5928	gene5926	Name=wlab.28386.1_mRNA	proteinid=6116	annotator=Jae-Hyeok%20Lee	
Chr_08	1020985	1022939	ID=mRNA5929	gene5927	Name=wlab.236327.1_mRNA	proteinid=6118	product=Tubulin%20alpha%20chain	annotator=Valeria%20Jimenez
Chr_08	1024944	1025916	ID=mRNA5930	gene5928	Name=wlab.236325.1_mRNA	proteinid=6120	annotator=automatic	
Chr_08	1026011	1030863	ID=mRNA5931	gene5929	Name=wlab.236324.1_mRNA	proteinid=6121	annotator=automatic	
Chr_08	1032431	1035657	ID=mRNA5932	gene5930	Name=wlab.236323.1_mRNA	proteinid=6122	annotator=automatic	
Chr_08	1036563	1039382	ID=mRNA5933	gene5931	Name=wlab.8575.1_mRNA	proteinid=6123	annotator=automatic	
Chr_08	1039518	1040714	ID=mRNA5934	gene5932	Name=wlab.248040.1_mRNA	proteinid=6124	annotator=automatic	
Chr_08	1042124	1044713	ID=mRNA5935	gene5933	Name=wlab.236321.1_mRNA	proteinid=6126	annotator=automatic	
Chr_08	1046189	1047724	ID=mRNA5936	gene5934	Name=wlab.3135.1_mRNA	proteinid=6128	annotator=automatic	
Chr_08	1049577	1050921	ID=mRNA5937	gene5935	Name=wlab.236318.1_mRNA	proteinid=6130	annotator=automatic	
Chr_08	1050956	1052598	ID=mRNA5938	gene5936	Name=wlab.236319.1_mRNA	proteinid=6131	annotator=automatic	
Chr_08	1052952	1054750	ID=mRNA5939	gene5937	Name=wlab.231541.1_mRNA	proteinid=6132	annotator=automatic	
Chr_08	1058155	1059480	ID=mRNA5940	gene5938	Name=wlab.1766.1_mRNA	proteinid=6134	product=Drug%2FMetabolite%20Transporter%20%28DMT%29%20Superfamily	annotator=Jian%20Guo
Chr_08	1059799	1068099	ID=mRNA5941	gene5939	Name=wlab.6074.1_mRNA	proteinid=6135	annotator=automatic	
Chr_08	1071709	1072928	ID=mRNA5942	gene5940	Name=wlab.248041.1_mRNA	proteinid=6137	annotator=automatic	
Chr_08	1073875	1075011	ID=mRNA5943	gene5941	Name=wlab.236314.1_mRNA	proteinid=6139	product=Mitochondrial%20Protein%20Translocase%20%28MPT%29%20Family	annotator=Jian%20Guo
Chr_08	1075920	1076636	ID=mRNA5944	gene5942	Name=wlab.248695.1_mRNA	proteinid=6141	annotator=automatic	
Chr_08	1080340	1082368	ID=mRNA5945	gene5943	Name=wlab.24491.1_mRNA	proteinid=6143	annotator=automatic	
Chr_08	1082548	1084773	ID=mRNA5946	gene5944	Name=wlab.248042.1_mRNA	proteinid=6144	annotator=automatic	
Chr_08	1085791	1086481	ID=mRNA5947	gene5945	Name=wlab.236309.1_mRNA	proteinid=6146	annotator=automatic	
Chr_08	1089997	1090983	ID=mRNA5948	gene5946	Name=wlab.236306.1_mRNA	proteinid=6149	annotator=automatic	
Chr_08	1093281	1094411	ID=mRNA5949	gene5947	Name=wlab.236304.1_mRNA	proteinid=6151	product=early%20light%20induced%20protein-like	annotator=Charles%20Bachy
Chr_08	1095369	1096250	ID=mRNA5950	gene5948	Name=wlab.236302.1_mRNA	proteinid=6153	annotator=automatic	
Chr_08	1099930	1101056	ID=mRNA5951	gene5949	Name=wlab.236301.1_mRNA	proteinid=6155	annotator=automatic	
Chr_08	1108211	1110429	ID=mRNA5952	gene5950	Name=wlab.236298.1_mRNA	proteinid=6159	annotator=automatic	
Chr_08	1110514	1112573	ID=mRNA5953	gene5951	Name=wlab.236297.1_mRNA	proteinid=6160	annotator=automatic	
Chr_08	1113979	1115091	ID=mRNA5954	gene5952	Name=wlab.3139.1_mRNA	proteinid=6162	annotator=automatic	
Chr_08	1116799	1118437	ID=mRNA5955	gene5953	Name=wlab.236294.1_mRNA	proteinid=6164	annotator=automatic	
Chr_08	1118461	1119870	ID=mRNA5956	gene5954	Name=wlab.236295.1_mRNA	proteinid=6165	annotator=automatic	
Chr_08	1119939	1122376	ID=mRNA5957	gene5955	Name=wlab.236293.1_mRNA	proteinid=6166	product=NTF2	annotator=Jae-Hyeok%20Lee
Chr_08	1122483	1123597	ID=mRNA5958	gene5956	Name=wlab.236292.1_mRNA	proteinid=6167	annotator=automatic	
Chr_08	1125318	1128621	ID=mRNA5959	gene5957	Name=wlab.236287.1_mRNA	proteinid=6169	product=E2F-like%20factor	annotator=Jae-Hyeok%20Lee
Chr_08	1129512	1129955	ID=mRNA5960	gene5958	Name=wlab.6090.1_mRNA	proteinid=6171	annotator=automatic	
Chr_08	1131769	1132744	ID=mRNA5961	gene5959	Name=wlab.236289.1_mRNA	proteinid=6173	annotator=automatic	
Chr_08	1135460	1138566	ID=mRNA5962	gene5960	Name=wlab.236286.1_mRNA	proteinid=6175	product=Resistance-Nodulation-Cell%20Division%20%28RND%29%20Superfamily	annotator=Jian%20Guo
Chr_08	1139831	1141303	ID=mRNA5963	gene5961	Name=wlab.236290.1_mRNA	proteinid=6177	annotator=automatic	
Chr_08	1144157	1145808	ID=mRNA5964	gene5962	Name=wlab.6095.1_mRNA	proteinid=6179	product=Gliding%20Associated%20Kinase%2C%20Calcium-dependent%20protein%20kinase	annotator=Valeria%20Jimenez
Chr_08	1146827	1153758	ID=mRNA5965	gene5963	Name=wlab.24504.1_mRNA	proteinid=6181	annotator=automatic	
Chr_08	1158805	1160252	ID=mRNA5966	gene5964	Name=wlab.236282.1_mRNA	proteinid=6184	annotator=automatic	
Chr_08	1168376	1170302	ID=mRNA5967	gene5965	Name=wlab.231532.1_mRNA	proteinid=6187	product=Hydroxy%2FAromatic%20Amino%20Acid%20Permease%20%28HAAAP%29%20Family	annotator=Jian%20Guo
Chr_08	1171830	1174404	ID=mRNA5968	gene5966	Name=wlab.236278.1_mRNA	proteinid=6189	annotator=automatic	
Chr_08	1175253	1177201	ID=mRNA5969	gene5967	Name=wlab.236277.1_mRNA	proteinid=6191	annotator=automatic	
Chr_08	1178746	1181180	ID=mRNA5970	gene5968	Name=wlab.236275.1_mRNA	proteinid=6193	annotator=automatic	
Chr_08	1182691	1185875	ID=mRNA5971	gene5969	Name=wlab.248045.1_mRNA	proteinid=6195	annotator=automatic	
Chr_08	1188209	1190286	ID=mRNA5972	gene5970	Name=wlab.231530.1_mRNA	proteinid=6197	product=NhaD%20Na%2B%3AH%2B%20Antiporter%20%28NhaD%29%20Family	annotator=Jian%20Guo
Chr_08	1190403	1193880	ID=mRNA5973	gene5971	Name=wlab.231531.1_mRNA	proteinid=6198	product=Glycoside%20Hydrolase%20Family%2031%20protein	annotator=Jeltje%20van%20Baren
Chr_08	1197134	1199375	ID=mRNA5974	gene5972	Name=wlab.245405.1_mRNA	proteinid=6200	annotator=automatic	
Chr_08	1200394	1201085	ID=mRNA5975	gene5973	Name=wlab.236268.1_mRNA	proteinid=6202	annotator=automatic	
Chr_08	1202235	1203493	ID=mRNA5976	gene5974	Name=wlab.248047.1_mRNA	proteinid=6204	annotator=automatic	
Chr_08	1209994	1210960	ID=mRNA5977	gene5975	Name=wlab.236264.1_mRNA	proteinid=6208	annotator=automatic	
Chr_08	1215338	1217053	ID=mRNA5978	gene5976	Name=wlab.248048.1_mRNA	proteinid=6211	annotator=automatic	
Chr_08	1217261	1218971	ID=mRNA5979	gene5977	Name=wlab.236262.1_mRNA	proteinid=6212	annotator=automatic	
Chr_08	1220966	1221582	ID=mRNA5980	gene5978	Name=wlab.236260.1_mRNA	proteinid=6214	annotator=automatic	
Chr_08	1227902	1229423	ID=mRNA5981	gene5979	Name=wlab.236258.1_mRNA	proteinid=6216	annotator=automatic	
Chr_08	1232791	1234847	ID=mRNA5982	gene5980	Name=wlab.236256.1_mRNA	proteinid=6219	annotator=automatic	
Chr_08	1236328	1237115	ID=mRNA5983	gene5981	Name=wlab.236253.1_mRNA	proteinid=6221	annotator=automatic	
Chr_08	1237130	1238173	ID=mRNA5984	gene5982	Name=wlab.1719.1_mRNA	proteinid=6222	annotator=automatic	
Chr_08	1242582	1245108	ID=mRNA5985	gene5983	Name=wlab.236252.1_mRNA	proteinid=6224	annotator=automatic	
Chr_08	1248060	1249010	ID=mRNA5986	gene5984	Name=wlab.236251.1_mRNA	proteinid=6226	annotator=automatic	
Chr_08	1250560	1251926	ID=mRNA5987	gene5985	Name=wlab.231525.1_mRNA	proteinid=6229	annotator=automatic	
Chr_08	1251933	1253040	ID=mRNA5988	gene5986	Name=wlab.231526.1_mRNA	proteinid=6230	annotator=automatic	
Chr_08	1254889	1255915	ID=mRNA5989	gene5987	Name=wlab.236246.1_mRNA	proteinid=6232	annotator=automatic	
Chr_08	1258084	1259882	ID=mRNA5990	gene5988	Name=wlab.248051.1_mRNA	proteinid=6234	annotator=automatic	
Chr_08	1265290	1267090	ID=mRNA5991	gene5989	Name=wlab.236240.1_mRNA	proteinid=6238	annotator=automatic	
Chr_08	1267188	1268416	ID=mRNA5992	gene5990	Name=wlab.236241.1_mRNA	proteinid=6239	annotator=automatic	
Chr_08	1271197	1275519	ID=mRNA5993	gene5991	Name=wlab.6125.1_mRNA	proteinid=6242	product=Kelch_3	annotator=Jae-Hyeok%20Lee
Chr_08	395	2080	ID=mRNA5994	gene5992	Name=wlab.236647.1_mRNA	proteinid=5672	annotator=automatic	
Chr_08	2186	3675	ID=mRNA5995	gene5993	Name=wlab.236648.1_mRNA	proteinid=5673	product=Major%20Facilitator%20Superfamily%20%28MFS%29	annotator=Jian%20Guo
Chr_08	4677	8388	ID=mRNA5996	gene5994	Name=wlab.236646.1_mRNA	proteinid=5675	annotator=automatic	
Chr_08	9990	14129	ID=mRNA5997	gene5995	Name=wlab.236644.1_mRNA	proteinid=5677	annotator=automatic	
Chr_08	38274	40115	ID=mRNA5998	gene5996	Name=wlab.236636.1_mRNA	proteinid=5685	annotator=Jae-Hyeok%20Lee	
Chr_08	42192	43732	ID=mRNA5999	gene5997	Name=wlab.236632.1_mRNA	proteinid=5688	annotator=Jae-Hyeok%20Lee	
Chr_08	46524	50511	ID=mRNA6000	gene5998	Name=wlab.236629.1_mRNA	proteinid=5691	annotator=automatic	
Chr_08	52545	54129	ID=mRNA6001	gene5999	Name=wlab.236628.1_mRNA	proteinid=5693	annotator=automatic	
Chr_08	56702	59191	ID=mRNA6002	gene6000	Name=wlab.5866.1_mRNA	proteinid=5695	annotator=automatic	
Chr_08	61960	62922	ID=mRNA6003	gene6001	Name=wlab.236626.1_mRNA	proteinid=5697	annotator=automatic	
Chr_08	64680	68279	ID=mRNA6004	gene6002	Name=wlab.236623.1_mRNA	proteinid=5699	product=NTP_transf_2	annotator=Jae-Hyeok%20Lee
Chr_08	71119	77013	ID=mRNA6005	gene6003	Name=wlab.245492.1_mRNA	proteinid=5701	product=CBM_25%3B%20carbohydrate-binding%20module	annotator=Jae-Hyeok%20Lee
Chr_08	78452	81184	ID=mRNA6006	gene6004	Name=wlab.236620.1_mRNA	proteinid=5703	annotator=automatic	
Chr_08	81343	82474	ID=mRNA6007	gene6005	Name=wlab.236619.1_mRNA	proteinid=5704	product=Twin%20Arginine%20Targeting%20%28Tat%29%20Family	annotator=Jian%20Guo
Chr_08	85743	86322	ID=mRNA6008	gene6006	Name=wlab.236617.1_mRNA	proteinid=5707	annotator=automatic	
Chr_08	87494	87819	ID=mRNA6009	gene6007	Name=wlab.236615.1_mRNA	proteinid=5709	annotator=automatic	
Chr_08	88965	90991	ID=mRNA6010	gene6008	Name=wlab.236613.1_mRNA	proteinid=5711	annotator=automatic	
Chr_08	93630	94412	ID=mRNA6011	gene6009	Name=wlab.236611.1_mRNA	proteinid=5713	annotator=automatic	
Chr_08	96157	96652	ID=mRNA6012	gene6010	Name=wlab.236609.1_mRNA	proteinid=5715	annotator=automatic	
Chr_08	101344	102310	ID=mRNA6013	gene6011	Name=wlab.236606.1_mRNA	proteinid=5719	annotator=automatic	
Chr_08	102445	105001	ID=mRNA6014	gene6012	Name=wlab.236605.1_mRNA	proteinid=5720	annotator=automatic	
Chr_08	106527	107838	ID=mRNA6015	gene6013	Name=wlab.236604.1_mRNA	proteinid=5722	annotator=automatic	
Chr_08	112349	115632	ID=mRNA6016	gene6014	Name=wlab.236600.1_mRNA	proteinid=5726	annotator=automatic	
Chr_08	115927	117894	ID=mRNA6017	gene6015	Name=wlab.5887.1_mRNA	proteinid=5727	annotator=automatic	
